Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
50,76046.0,36176,636.0,2,1,11.76,36,0.06,Bachelor's,Self-employed,Single,No,Yes,Other,No,1
23,20389.0,31407,846.0,62,3,5.46,36,0.08,PhD,Full-time,Married,Yes,No,Other,Yes,0
67,27964.0,54580,622.0,33,2,9.44,48,0.18,High School,Full-time,Married,Yes,No,Other,No,1
27,44466.0,339334,675.0,3,3,14.26,36,0.95,High School,Full-time,Married,Yes,No,Other,No,1
22,24882.0,22730,636.0,43,1,18.1,60,0.17,Bachelor's,Part-time,Divorced,Yes,Yes,Education,Yes,1
40,39060.0,78238,469.0,29,2,7.11,36,0.14,PhD,Full-time,Divorced,No,No,Education,Yes,1
27,73004.0,90127,636.0,120,2,9.37,36,0.12,Bachelor's,Unemployed,Married,No,No,Education,No,1
61,37256.0,57696,588.0,21,2,6.62,36,0.1,High School,Full-time,Married,Yes,No,Home,No,1
19,119141.0,11153,679.0,21,4,23.65,48,0.05,Bachelor's,Full-time,Married,Yes,No,Education,No,1
30,80820.0,55970,768.0,8,3,22.44,36,0.16,PhD,Self-employed,Single,No,Yes,Home,No,1
57,29175.0,189052,630.0,6,3,16.38,48,0.95,Bachelor's,Self-employed,Single,No,Yes,Business,No,1
19,32876.0,30118,691.0,39,1,20.15,36,0.18,High School,Self-employed,Divorced,No,No,Auto,No,1
37,34266.0,66247,641.0,13,2,17.82,36,0.34,Bachelor's,Part-time,Single,No,Yes,Other,No,1
18,49439.0,197235,736.0,38,1,20.67,36,0.82,Bachelor's,Self-employed,Married,Yes,No,Other,No,1
54,26829.0,100966,850.0,44,4,22.59,36,0.85,Bachelor's,Full-time,Single,No,No,Home,Yes,1
26,136864.0,74944,786.0,70,2,22.47,48,0.12,High School,Full-time,Married,Yes,Yes,Education,Yes,0
34,47838.0,217736,607.0,16,1,14.64,36,0.67,Bachelor's,Part-time,Married,No,Yes,Education,No,1
26,32844.0,16221,777.0,3,1,23.22,24,0.11,Bachelor's,Full-time,Divorced,Yes,Yes,Business,No,1
28,51248.0,93901,685.0,0,2,10.97,48,0.2,Bachelor's,Full-time,Married,No,No,Education,No,1
32,32611.0,36337,764.0,10,2,6.26,24,0.07,Bachelor's,Part-time,Divorced,Yes,Yes,Other,Yes,1
41,74591.0,31817,572.0,80,1,7.09,12,0.05,High School,Unemployed,Married,Yes,No,Other,Yes,0
55,44363.0,49122,652.0,41,2,12.09,36,0.13,Master's,Part-time,Married,Yes,No,Education,Yes,1
52,16500.0,7060,675.0,24,2,7.57,36,0.05,Bachelor's,Full-time,Single,No,No,Business,Yes,0
47,21807.0,27484,655.0,8,2,4.8,24,0.06,Bachelor's,Unemployed,Married,Yes,Yes,Other,No,1
48,85085.0,15906,684.0,37,1,10.73,60,0.05,High School,Full-time,Married,Yes,Yes,Auto,Yes,0
66,43965.0,13958,650.0,40,3,14.79,48,0.05,High School,Full-time,Married,No,No,Home,No,1
22,120091.0,29689,629.0,7,1,23.3,24,0.06,Bachelor's,Full-time,Married,Yes,Yes,Other,No,1
61,17631.0,102249,621.0,36,4,15.65,60,0.91,Bachelor's,Self-employed,Married,Yes,No,Other,Yes,1
67,27247.0,18472,590.0,3,1,19.03,36,0.13,Bachelor's,Full-time,Single,No,No,Auto,Yes,1
31,22528.0,50482,686.0,3,2,17.01,36,0.38,Bachelor's,Part-time,Single,No,Yes,Education,No,1
28,43247.0,87856,647.0,1,2,10.46,36,0.21,Bachelor's,Full-time,Single,Yes,Yes,Auto,No,1
26,31889.0,21542,614.0,49,2,6.16,36,0.05,High School,Full-time,Married,Yes,No,Auto,No,1
51,20988.0,159782,532.0,9,2,8.21,24,0.63,Bachelor's,Full-time,Married,Yes,No,Auto,No,1
29,51026.0,125818,705.0,27,3,21.28,24,0.52,High School,Self-employed,Single,Yes,Yes,Auto,Yes,1
52,41897.0,22355,717.0,4,2,5.43,24,0.05,Master's,Self-employed,Married,No,Yes,Business,No,1
52,26242.0,279176,580.0,17,2,4.15,48,0.44,Bachelor's,Full-time,Single,No,No,Business,No,1
18,37872.0,71369,668.0,0,4,20.77,60,0.39,High School,Part-time,Single,No,No,Business,No,1
57,62928.0,25220,613.0,58,2,14.06,36,0.06,Master's,Full-time,Married,No,No,Education,No,1
39,23041.0,73560,721.0,23,1,17.02,36,0.54,Master's,Full-time,Married,No,No,Auto,No,1
46,27130.0,70841,617.0,66,2,20.17,48,0.53,High School,Full-time,Married,No,Yes,Education,No,1
25,29868.0,60913,618.0,18,3,9.48,36,0.19,Bachelor's,Unemployed,Married,Yes,No,Business,Yes,1
28,63064.0,79624,671.0,11,2,18.5,24,0.23,Master's,Full-time,Married,No,Yes,Business,Yes,1
58,80688.0,23744,624.0,15,2,15.88,36,0.05,Master's,Unemployed,Single,No,No,Education,No,1
54,,236752,618.0,8,4,2.55,48,0.19,Bachelor's,Unemployed,Single,No,No,Education,No,1
31,27315.0,122071,607.0,65,2,17.85,36,0.8,Bachelor's,Full-time,Single,No,No,Education,Yes,1
47,92079.0,87164,622.0,10,1,9.57,36,0.09,High School,Self-employed,Married,No,No,Other,No,1
52,160000.0,6599,628.0,10,3,6.58,36,0.05,Bachelor's,Full-time,Married,No,Yes,Business,Yes,0
38,53840.0,58552,661.0,29,2,23.14,48,0.25,High School,Full-time,Divorced,No,Yes,Home,No,1
54,160000.0,78549,646.0,3,1,18.93,48,0.09,Master's,Self-employed,Married,Yes,No,Auto,No,1
22,52754.0,120489,702.0,7,2,2.54,36,0.06,Bachelor's,Full-time,Single,Yes,Yes,Other,No,1
36,61278.0,180301,561.0,16,2,18.72,36,0.55,PhD,Full-time,Single,Yes,No,Education,No,1
31,32223.0,153511,837.0,6,2,20.71,36,0.95,Bachelor's,Full-time,Married,Yes,No,Home,No,1
43,34856.0,36257,661.0,8,3,9.84,36,0.1,Bachelor's,Full-time,Married,No,No,Business,No,1
21,20447.0,141091,742.0,36,2,9.18,36,0.63,High School,Unemployed,Single,Yes,No,Business,No,1
42,75556.0,5044,701.0,9,2,11.32,36,0.05,High School,Full-time,Married,Yes,Yes,Auto,No,0
62,108607.0,30983,670.0,30,3,12.26,36,0.05,Bachelor's,Full-time,Single,Yes,No,Education,No,1
59,49183.0,12254,698.0,20,4,10.37,36,0.05,Master's,Full-time,Married,No,No,Business,No,1
42,29736.0,133769,688.0,43,2,13.14,12,0.59,Bachelor's,Full-time,Married,Yes,No,Business,Yes,1
35,20853.0,162850,645.0,41,2,23.4,48,0.95,High School,Self-employed,Single,No,Yes,Auto,No,1
57,25783.0,22743,850.0,6,2,2.71,24,0.05,Bachelor's,Full-time,Married,No,No,Business,No,0
25,25322.0,32466,754.0,86,4,23.62,12,0.3,Bachelor's,Full-time,Married,No,No,Home,Yes,1
56,48274.0,252652,524.0,48,1,20.69,36,0.95,Bachelor's,Full-time,Married,No,Yes,Auto,No,1
57,116538.0,55091,749.0,22,2,19.54,36,0.09,PhD,Unemployed,Single,No,Yes,Business,No,1
31,16731.0,46236,666.0,24,1,11.91,24,0.33,High School,Part-time,Married,No,No,Business,Yes,1
49,15035.0,46641,799.0,52,2,3.65,60,0.11,Master's,Full-time,Married,No,No,Other,No,1
68,47086.0,76480,632.0,19,2,15.61,24,0.25,High School,Full-time,Married,No,No,Auto,Yes,1
55,26695.0,190459,461.0,19,2,21.67,36,0.95,Bachelor's,Full-time,Married,No,Yes,Auto,No,1
50,89369.0,32401,630.0,29,1,11.35,36,0.05,Bachelor's,Full-time,Single,No,No,Auto,No,0
40,28873.0,16372,523.0,2,3,3.52,36,0.05,Bachelor's,Full-time,Married,Yes,Yes,Business,No,1
32,26974.0,17274,602.0,26,3,2.12,48,0.05,Bachelor's,Full-time,Single,No,No,Auto,Yes,1
50,25991.0,6234,611.0,7,4,4.63,48,0.05,High School,Unemployed,Married,No,Yes,Home,No,1
42,20476.0,53636,692.0,3,2,15.33,24,0.4,High School,Full-time,Single,Yes,Yes,Business,No,1
34,45490.0,163803,681.0,50,3,23.8,60,0.86,High School,Full-time,Single,No,No,Business,Yes,1
50,21446.0,79912,714.0,14,2,17.67,36,0.66,High School,Full-time,Divorced,No,No,Business,No,1
64,34346.0,302407,707.0,20,1,5.46,48,0.48,Master's,Full-time,Single,No,Yes,Auto,No,1
19,36629.0,149162,825.0,10,2,20.98,12,0.85,High School,Full-time,Single,Yes,Yes,Home,No,1
31,15724.0,45619,660.0,0,1,16.53,48,0.48,Bachelor's,Part-time,Married,Yes,Yes,Other,No,1
57,15593.0,44996,703.0,17,2,8.63,48,0.25,Master's,Full-time,Married,Yes,Yes,Education,No,1
57,40704.0,64389,735.0,41,3,13.04,24,0.21,PhD,Full-time,Single,Yes,No,Auto,No,1
68,56679.0,12055,605.0,42,1,10.87,36,0.05,Master's,Self-employed,Single,Yes,Yes,Other,No,0
56,114742.0,61141,552.0,76,4,21.17,36,0.11,Master's,Full-time,Single,Yes,No,Auto,No,1
68,21908.0,42425,691.0,55,2,22.97,48,0.44,High School,Full-time,Married,No,No,Other,No,1
23,18814.0,66757,626.0,120,3,4.72,36,0.17,High School,Full-time,Married,No,No,Education,Yes,1
23,16872.0,54973,726.0,25,2,5.24,36,0.17,Bachelor's,Full-time,Single,Yes,No,Education,No,1
20,35047.0,27298,722.0,1,2,3.81,36,0.05,Bachelor's,Full-time,Divorced,No,No,Other,Yes,1
24,49156.0,61153,744.0,59,2,10.36,48,0.13,High School,Part-time,Single,No,No,Other,Yes,1
68,79261.0,32343,593.0,91,2,23.36,36,0.1,High School,Self-employed,Married,Yes,No,Education,No,1
25,55170.0,17986,611.0,18,4,23.72,36,0.08,Bachelor's,Full-time,Married,Yes,No,Education,No,1
59,23177.0,72448,669.0,3,2,15.11,36,0.47,High School,Self-employed,Married,Yes,No,Business,No,1
69,36681.0,26947,644.0,0,2,12.2,48,0.09,Bachelor's,Full-time,Divorced,Yes,Yes,Other,No,1
32,99413.0,136906,698.0,28,2,8.65,48,0.12,High School,Full-time,Married,Yes,Yes,Education,Yes,1
64,28846.0,18338,775.0,33,1,2.01,60,0.05,Master's,Full-time,Divorced,No,Yes,Education,No,0
46,39171.0,59999,651.0,0,1,7.78,24,0.12,Bachelor's,Self-employed,Single,No,No,Education,Yes,1
50,126427.0,55854,544.0,89,4,5.22,60,0.05,Bachelor's,Full-time,Married,Yes,No,Other,Yes,0
69,61442.0,18219,493.0,23,3,2.04,24,0.05,Bachelor's,Full-time,Married,Yes,Yes,Home,No,1
47,63205.0,39776,550.0,28,4,21.71,48,0.14,Bachelor's,Full-time,Single,No,Yes,Auto,No,1
56,25177.0,72535,547.0,24,3,3.86,48,0.11,High School,Unemployed,Single,No,No,Business,No,1
44,33746.0,28009,716.0,11,1,17.59,36,0.15,Master's,Self-employed,Married,No,No,Business,Yes,1
53,18007.0,12250,655.0,69,2,22.34,48,0.15,High School,Full-time,Divorced,No,No,Business,No,1
46,47645.0,62308,666.0,0,1,4.8,48,0.06,Bachelor's,Full-time,Divorced,No,No,Business,No,1
55,18832.0,20225,721.0,41,3,7.29,12,0.08,Bachelor's,Full-time,Married,No,Yes,Auto,No,1
50,78256.0,73643,775.0,13,1,7.17,12,0.07,High School,Full-time,Single,No,Yes,Other,No,1
54,73974.0,114755,643.0,6,2,3.89,12,0.06,Bachelor's,Part-time,Single,No,Yes,Other,No,1
44,41695.0,12899,723.0,17,2,22.01,60,0.07,Bachelor's,Unemployed,Married,No,Yes,Education,No,1
50,20326.0,39533,689.0,6,2,20.68,48,0.4,Bachelor's,Self-employed,Married,Yes,No,Business,No,1
21,15906.0,40318,527.0,60,3,10.38,36,0.26,Bachelor's,Unemployed,Married,Yes,Yes,Auto,Yes,1
39,70759.0,65067,533.0,47,3,18.93,24,0.17,Bachelor's,Self-employed,Married,Yes,No,Education,No,1
19,47082.0,29424,631.0,58,2,13.21,60,0.08,High School,Part-time,Single,No,Yes,Other,No,1
27,58437.0,37535,676.0,54,2,16.94,24,0.11,Bachelor's,Full-time,Divorced,No,Yes,Other,No,1
22,27674.0,5723,700.0,52,1,17.16,36,0.05,Master's,Unemployed,Married,No,No,Home,No,0
27,39930.0,12835,643.0,26,4,19.06,24,0.06,High School,Full-time,Single,Yes,Yes,Auto,No,1
50,63126.0,55618,515.0,69,1,21.78,48,0.19,High School,Unemployed,Married,No,No,Business,No,1
55,36733.0,19592,628.0,1,2,19.36,24,0.1,Bachelor's,Self-employed,Divorced,No,Yes,Business,No,1
30,47191.0,14369,503.0,10,2,17.54,36,0.05,High School,Full-time,Single,No,Yes,Education,Yes,1
48,69577.0,28530,642.0,7,2,15.68,36,0.06,High School,Full-time,Married,Yes,Yes,Auto,No,1
64,23482.0,15714,,3,2,6.6,60,0.05,Master's,Full-time,Divorced,No,No,Auto,No,1
53,17387.0,8688,696.0,0,3,8.23,36,0.05,High School,Full-time,Single,No,Yes,Education,No,1
62,41561.0,25032,617.0,15,1,3.66,36,0.05,High School,Part-time,Married,No,Yes,Education,No,1
41,17244.0,15773,694.0,38,1,7.67,36,0.07,Bachelor's,Full-time,Single,No,No,Other,No,1
69,65918.0,101385,564.0,31,3,13.97,24,0.21,High School,Full-time,Married,Yes,Yes,Education,No,1
32,59455.0,8882,605.0,31,2,22.98,48,0.05,High School,Full-time,Single,Yes,No,Business,No,1
46,89712.0,87567,519.0,65,1,4.79,24,0.05,Bachelor's,Self-employed,Single,Yes,No,Home,No,1
25,50715.0,33953,614.0,94,2,11.74,36,0.08,Bachelor's,Self-employed,Married,Yes,Yes,Auto,No,0
22,17434.0,72495,594.0,34,1,18.52,12,0.77,High School,Full-time,Divorced,No,No,Education,No,1
46,25216.0,8247,625.0,2,1,19.46,36,0.06,Bachelor's,Full-time,Single,Yes,Yes,Business,No,1
64,72746.0,157074,636.0,33,2,6.2,48,0.13,High School,Unemployed,Single,Yes,No,Other,No,1
21,21400.0,92499,681.0,24,2,5.92,12,0.26,Bachelor's,Part-time,Single,Yes,Yes,Home,Yes,1
29,56962.0,14059,493.0,1,3,15.44,24,0.05,Bachelor's,Full-time,Single,No,No,Education,Yes,1
62,68035.0,19814,586.0,8,2,22.11,48,0.06,Bachelor's,Self-employed,Single,Yes,No,Education,No,1
19,29022.0,66968,743.0,8,3,19.7,48,0.45,Bachelor's,Self-employed,Married,No,Yes,Auto,No,1
44,28616.0,157727,744.0,44,2,10.46,24,0.58,High School,Full-time,Married,No,Yes,Other,Yes,1
48,43559.0,40417,664.0,12,1,16.48,36,0.15,Bachelor's,Full-time,Single,No,Yes,Education,No,1
68,84137.0,44889,666.0,20,1,7.61,36,0.05,High School,Full-time,Single,No,Yes,Auto,Yes,1
68,23871.0,21292,564.0,46,1,12.38,24,0.11,Bachelor's,Full-time,Married,No,Yes,Business,No,1
53,114211.0,33974,628.0,82,2,13.78,36,0.05,Bachelor's,Full-time,Married,No,No,Education,Yes,0
53,46993.0,25213,729.0,23,4,16.03,48,0.09,Bachelor's,Full-time,Single,No,Yes,Auto,No,1
43,160000.0,30899,554.0,24,1,10.81,48,0.05,Bachelor's,Full-time,Married,No,Yes,Other,Yes,0
60,18286.0,6248,672.0,3,2,2.7,36,0.05,High School,Unemployed,Single,No,No,Business,No,1
44,19736.0,7515,707.0,20,3,22.42,36,0.09,High School,Full-time,Single,Yes,No,Other,No,1
22,76333.0,73494,664.0,34,3,23.04,36,0.22,Bachelor's,Part-time,Married,Yes,Yes,Education,No,1
37,85023.0,73703,647.0,6,3,17.11,60,0.15,Bachelor's,Full-time,Single,No,No,Home,No,1
28,35636.0,29049,646.0,3,2,7.86,48,0.06,High School,Full-time,Single,Yes,Yes,Auto,Yes,1
27,58820.0,135011,702.0,59,2,15.08,24,0.35,Master's,Full-time,Married,Yes,Yes,Other,No,1
57,85756.0,23563,676.0,3,2,8.07,36,0.05,Master's,Full-time,Married,No,Yes,Auto,No,1
55,16542.0,35229,702.0,73,3,17.37,48,0.37,Bachelor's,Full-time,Married,No,Yes,Auto,No,1
23,44861.0,83866,628.0,9,2,9.93,48,0.19,Bachelor's,Full-time,Married,Yes,Yes,Auto,No,1
25,82220.0,86653,632.0,12,3,14.26,12,0.15,High School,Self-employed,Divorced,No,Yes,Home,No,1
40,32771.0,123468,706.0,22,2,3.3,36,0.12,High School,Full-time,Single,Yes,No,Other,No,1
64,27603.0,6769,584.0,6,2,23.92,24,0.06,High School,Self-employed,Single,No,Yes,Education,No,1
43,70586.0,17182,564.0,34,2,16.57,24,0.05,Bachelor's,Full-time,Married,No,Yes,Education,No,1
63,29320.0,66394,850.0,22,2,22.68,48,0.51,PhD,Self-employed,Single,No,No,Education,Yes,1
60,15111.0,29767,695.0,87,2,18.38,48,0.36,Bachelor's,Part-time,Divorced,No,Yes,Auto,No,1
29,127288.0,7672,639.0,72,3,14.36,48,0.05,Bachelor's,Full-time,Married,No,Yes,Auto,No,0
43,46387.0,57981,600.0,44,2,18.2,12,0.23,High School,Full-time,Married,No,No,Education,Yes,1
30,74924.0,34960,581.0,6,2,12.32,24,0.06,Bachelor's,Self-employed,Single,No,No,Other,Yes,1
57,76064.0,32162,655.0,7,2,23.1,36,0.1,Bachelor's,Full-time,Divorced,Yes,Yes,Education,Yes,1
35,17405.0,23421,651.0,9,3,19.04,48,0.26,Bachelor's,Part-time,Single,No,Yes,Education,No,1
42,21557.0,5360,697.0,53,2,4.66,36,0.05,Bachelor's,Unemployed,Married,Yes,No,Auto,Yes,0
50,28044.0,17079,549.0,31,4,22.91,36,0.14,Bachelor's,Unemployed,Single,No,Yes,Auto,No,1
64,28534.0,43574,553.0,5,4,14.67,12,0.22,Bachelor's,Part-time,Single,No,No,Education,No,1
57,52633.0,24355,682.0,18,1,11.91,48,0.06,High School,Full-time,Single,No,No,Auto,Yes,0
60,49155.0,129473,692.0,110,3,19.43,36,0.51,Master's,Part-time,Single,No,No,Auto,Yes,1
29,38883.0,14259,736.0,39,2,7.03,36,0.05,Master's,Self-employed,Single,Yes,No,Home,No,0
61,23306.0,129930,801.0,81,2,23.08,24,0.95,High School,Full-time,Married,No,Yes,Other,Yes,1
53,31843.0,36134,637.0,49,2,5.66,36,0.06,Bachelor's,Full-time,Single,Yes,Yes,Home,No,1
65,42453.0,24364,717.0,38,1,8.51,24,0.05,Bachelor's,Unemployed,Married,Yes,No,Education,No,1
21,37087.0,26769,571.0,53,2,21.56,36,0.16,Bachelor's,Unemployed,Married,No,No,Home,No,1
22,19765.0,29034,440.0,35,2,15.38,36,0.23,Bachelor's,Part-time,Married,Yes,No,Education,No,1
54,51694.0,47381,576.0,25,2,20.8,12,0.19,PhD,Full-time,Married,Yes,No,Auto,No,1
25,17655.0,31206,619.0,39,1,6.39,60,0.11,PhD,Self-employed,Married,Yes,No,Business,No,1
59,31629.0,67512,842.0,7,1,19.68,36,0.42,High School,Full-time,Married,Yes,No,Education,Yes,1
66,58329.0,38221,518.0,20,3,5.92,48,0.05,High School,Full-time,Divorced,No,No,Education,No,1
45,15707.0,71819,722.0,90,1,18.35,24,0.84,High School,Full-time,Single,Yes,No,Auto,No,1
48,44537.0,60645,609.0,49,1,5.4,36,0.07,High School,Full-time,Married,No,Yes,Other,No,1
26,29253.0,21818,702.0,78,2,9.55,36,0.07,Bachelor's,Full-time,Single,No,Yes,Education,No,0
68,15310.0,105526,663.0,102,3,12.48,60,0.86,High School,Full-time,Married,No,No,Education,No,1
46,22391.0,101261,582.0,26,1,22.21,48,0.95,Bachelor's,Full-time,Divorced,No,Yes,Other,Yes,1
31,114025.0,275485,747.0,6,2,18.1,36,0.44,Bachelor's,Full-time,Single,No,Yes,Auto,No,1
57,40772.0,16545,698.0,40,2,8.2,48,0.05,High School,Full-time,Single,Yes,Yes,Education,No,0
58,160000.0,117968,658.0,0,3,11.82,36,0.09,Bachelor's,Unemployed,Married,No,Yes,Business,No,1
39,41041.0,128334,684.0,2,4,9.7,48,0.3,Bachelor's,Full-time,Married,Yes,Yes,Auto,Yes,1
28,42479.0,66660,623.0,10,1,22.68,24,0.36,Master's,Full-time,Married,No,No,Other,No,1
40,32406.0,47359,495.0,0,3,5.84,36,0.09,High School,Part-time,Single,No,Yes,Business,Yes,1
18,27989.0,194156,669.0,34,4,22.15,36,0.95,Bachelor's,Full-time,Divorced,No,No,Education,No,1
63,25141.0,221034,849.0,50,3,20.21,36,0.95,Master's,Part-time,Married,No,No,Auto,No,1
54,29724.0,66582,731.0,42,4,4.83,36,0.11,High School,Full-time,Married,No,No,Education,Yes,1
38,36556.0,31735,684.0,4,1,8.01,60,0.07,High School,Full-time,Single,No,Yes,Home,No,1
43,22461.0,106950,692.0,48,4,17.63,36,0.84,High School,Part-time,Single,Yes,No,Auto,No,1
63,23915.0,10609,659.0,52,3,17.56,48,0.08,Bachelor's,Full-time,Single,Yes,Yes,Education,No,1
53,26089.0,25599,469.0,3,1,7.14,36,0.07,Master's,Full-time,Single,No,Yes,Business,Yes,1
40,35877.0,259241,570.0,20,2,15.94,48,0.95,High School,Self-employed,Single,No,Yes,Other,Yes,1
18,52026.0,106028,654.0,34,3,17.12,48,0.35,High School,Full-time,Single,Yes,No,Business,Yes,1
68,82863.0,173388,738.0,15,2,3.58,36,0.07,High School,Full-time,Married,No,Yes,Education,No,1
57,26846.0,59201,815.0,66,3,10.38,12,0.23,High School,Full-time,Single,No,Yes,Home,No,1
32,22105.0,36421,568.0,22,3,21.94,36,0.36,Master's,Part-time,Divorced,No,Yes,Other,No,1
38,31666.0,238798,715.0,3,1,21.81,48,0.95,PhD,Part-time,Married,No,No,Auto,No,1
64,93677.0,27213,470.0,22,2,16.56,12,0.05,Bachelor's,Self-employed,Married,No,No,Home,No,1
26,15346.0,89984,631.0,25,2,16.36,36,0.95,PhD,Part-time,Married,No,Yes,Home,No,1
26,54647.0,54014,657.0,92,2,20.82,12,0.21,Bachelor's,Full-time,Single,No,No,Home,No,1
27,37696.0,20565,803.0,16,2,9.53,36,0.05,Bachelor's,Part-time,Single,Yes,Yes,Auto,No,0
69,21145.0,6058,590.0,67,1,3.09,36,0.05,Bachelor's,Full-time,Married,No,No,Auto,No,0
43,28550.0,34047,630.0,11,2,20.62,36,0.25,High School,Full-time,Single,Yes,Yes,Business,No,1
58,23918.0,52602,744.0,18,1,8.87,24,0.2,Bachelor's,Full-time,Married,No,Yes,Other,No,1
52,88582.0,17140,597.0,33,2,16.8,60,0.05,Master's,Unemployed,Married,Yes,No,Business,No,1
69,38013.0,37122,615.0,65,3,12.74,60,0.12,Bachelor's,Self-employed,Divorced,No,No,Education,No,1
42,43981.0,62300,537.0,44,1,5.19,48,0.07,Bachelor's,Full-time,Single,No,No,Home,No,1
43,46522.0,80299,712.0,5,3,11.2,24,0.19,Bachelor's,Full-time,Single,Yes,Yes,Education,No,1
28,50720.0,8251,538.0,6,2,7.78,48,0.05,Master's,Self-employed,Married,No,No,Education,No,1
55,38950.0,70470,749.0,2,2,2.18,36,0.05,Master's,Full-time,Married,Yes,No,Other,Yes,1
19,15631.0,8500,553.0,29,2,13.53,36,0.07,Bachelor's,Self-employed,Single,No,No,Other,No,1
24,29264.0,6715,595.0,17,2,14.41,36,0.05,Master's,Full-time,Married,Yes,Yes,Business,No,1
35,22111.0,14921,560.0,62,3,8.73,24,0.06,High School,Full-time,Married,No,Yes,Other,Yes,1
44,54895.0,68617,635.0,120,3,8.47,36,0.11,Bachelor's,Full-time,Single,Yes,No,Business,No,0
51,17043.0,8256,751.0,63,2,11.83,48,0.06,High School,Self-employed,Single,No,No,Home,No,0
44,44038.0,6267,600.0,1,3,15.59,36,0.05,PhD,Full-time,Married,Yes,No,Business,No,1
34,23278.0,12531,576.0,86,3,23.31,24,0.13,High School,Full-time,Married,No,Yes,Other,No,1
60,119051.0,184410,658.0,3,3,12.51,36,0.19,Master's,Self-employed,Married,No,Yes,Other,No,1
61,29307.0,147688,654.0,17,1,22.54,48,0.95,Master's,Full-time,Married,Yes,No,Auto,No,1
68,28767.0,10426,717.0,10,1,23.45,48,0.08,High School,Full-time,Married,No,No,Auto,Yes,1
41,104913.0,26745,548.0,5,2,15.38,12,0.05,Master's,Self-employed,Married,No,Yes,Education,No,1
42,33905.0,181579,680.0,5,4,14.33,24,0.77,Bachelor's,Self-employed,Married,Yes,No,Other,No,1
24,130259.0,11167,765.0,12,1,3.33,60,0.05,Master's,Full-time,Divorced,Yes,No,Auto,No,0
69,15856.0,10962,573.0,0,3,6.91,48,0.05,Bachelor's,Full-time,Married,No,No,Auto,Yes,1
23,27802.0,10395,676.0,2,1,23.96,48,0.09,Bachelor's,Full-time,Married,Yes,No,Education,No,1
41,53401.0,229984,573.0,37,4,18.41,24,0.79,Bachelor's,Part-time,Divorced,Yes,Yes,Home,Yes,1
50,92528.0,86546,753.0,29,3,16.7,12,0.16,High School,Self-employed,Single,Yes,No,Business,No,1
66,25369.0,19484,803.0,3,2,14.47,36,0.11,Master's,Full-time,Single,No,No,Business,No,1
46,108313.0,7822,558.0,16,1,17.02,48,0.05,Master's,Self-employed,Single,Yes,Yes,Education,No,1
60,46559.0,206559,684.0,28,2,16.98,12,0.75,High School,Self-employed,Married,Yes,No,Home,No,1
39,71507.0,38254,690.0,3,2,6.87,12,0.05,High School,Full-time,Single,Yes,No,Auto,No,1
43,32716.0,59734,671.0,107,2,19.26,60,0.35,Bachelor's,Full-time,Married,No,Yes,Other,No,1
45,23347.0,24643,640.0,56,3,12.24,24,0.13,Bachelor's,Self-employed,Married,Yes,Yes,Other,No,1
67,99761.0,90218,611.0,7,4,17.43,36,0.16,High School,Full-time,Married,Yes,No,Home,No,1
38,109678.0,18149,526.0,21,2,9.65,36,0.05,Master's,Full-time,Single,Yes,No,Other,No,1
66,39090.0,97762,646.0,21,1,14.7,36,0.37,PhD,Full-time,Married,No,Yes,Business,Yes,1
24,15228.0,20728,733.0,12,2,18.17,48,0.25,High School,Full-time,Single,Yes,No,Auto,No,1
34,19070.0,11182,753.0,42,3,15.46,24,0.09,High School,Unemployed,Married,Yes,Yes,Education,Yes,0
37,44786.0,44099,675.0,32,2,15.93,24,0.16,Master's,Part-time,Single,No,No,Auto,No,1
58,15842.0,105668,575.0,59,1,6.08,24,0.41,Bachelor's,Full-time,Single,Yes,Yes,Home,No,1
66,32699.0,34154,551.0,0,1,13.13,36,0.14,PhD,Full-time,Single,No,No,Education,Yes,1
37,27652.0,6757,607.0,27,2,8.04,36,0.05,Bachelor's,Self-employed,Married,Yes,No,Home,Yes,0
39,58854.0,53353,497.0,120,2,10.14,12,0.09,Bachelor's,Full-time,Single,No,Yes,Home,No,1
